"","Date","Rain","Temperature"
"94","4/04/2007",0.089655172,28.92413793
"95","5/04/2007",0,28.6862069
"96","6/04/2007",0,24.79655172
"97","7/04/2007",0,25.21724138
"98","8/04/2007",5.296551724,17.07586207
"99","9/04/2007",2.655172414,15.97586207
"100","10/04/2007",0.489655172,20.01034483
"101","11/04/2007",0.165517241,23.1137931
"102","12/04/2007",0.089655172,25.25517241
"103","13/04/2007",0,22.17241379
"104","14/04/2007",0,25.26551724
"105","15/04/2007",12.88965517,18.07586207
"106","16/04/2007",23.39310345,17.95172414
"107","17/04/2007",0.64137931,19.42413793
"108","18/04/2007",4.2,17.44137931
"109","19/04/2007",0.089655172,18.5137931
"110","20/04/2007",3.710344828,18.37241379
"111","21/04/2007",1.262068966,21.3137931
"112","22/04/2007",0,22.38965517
"113","23/04/2007",7.379310345,23.74482759
"114","24/04/2007",0.2,18.09655172
"115","25/04/2007",5.827586207,15.86551724
"116","26/04/2007",0.310344828,19.12068966
"117","27/04/2007",0.089655172,20.73103448
"118","28/04/2007",0,21.09655172
"119","29/04/2007",1.310344828,20.41724138
"120","30/04/2007",16.59310345,15.53103448
"121","1/05/2007",19.53103448,16.2
"122","2/05/2007",5.386206897,17.10689655
"123","3/05/2007",0.655172414,18.95862069
"124","4/05/2007",3.062068966,19.67931034
"125","5/05/2007",3.703448276,17.75862069
"126","6/05/2007",0,17.97241379
"127","7/05/2007",1.593103448,17.19655172
"128","8/05/2007",0.551724138,19.9862069
"129","9/05/2007",0,23.32068966
"130","10/05/2007",0,25.45517241
"131","11/05/2007",0,17.01034483
"132","12/05/2007",1.089655172,17.54482759
"133","13/05/2007",3.04137931,14.81724138
"134","14/05/2007",0.496551724,14.40689655
"135","15/05/2007",0.365517241,16.4137931
"136","16/05/2007",0.089655172,15.71034483
"137","17/05/2007",0,18.15517241
"138","18/05/2007",8.089655172,14.85172414
"139","19/05/2007",0.055172414,15.86206897
"140","20/05/2007",6.455172414,15.16206897
"141","21/05/2007",0,15.93103448
"142","22/05/2007",0.44137931,18.91724138
"143","23/05/2007",0.4,18.35517241
"144","24/05/2007",2.179310345,19.34137931
"145","25/05/2007",1.862068966,20.28275862
"146","26/05/2007",10.2,15.2
"147","27/05/2007",4.2,13
"148","28/05/2007",24,14.41034483
"149","29/05/2007",11.31724138,15.25172414
"150","30/05/2007",0,18.73793103
"151","31/05/2007",0,19.27241379
"152","1/06/2007",0,20.64137931
"153","2/06/2007",0.089655172,20.91034483
"154","3/06/2007",0,15.42068966
"155","4/06/2007",0.089655172,16.8862069
"156","5/06/2007",0,17.71034483
"157","6/06/2007",0.089655172,17.18275862
"158","7/06/2007",0.84137931,19.04137931
"159","8/06/2007",1.524137931,17.3862069
"160","9/06/2007",2,16.64137931
"161","10/06/2007",0.220689655,17.44137931
"162","11/06/2007",0.089655172,16.44137931
"163","12/06/2007",0,20.15172414
"164","13/06/2007",0,18.04137931
"165","14/06/2007",24.26206897,16.99310345
"166","15/06/2007",0.586206897,16.66206897
"167","16/06/2007",0.289655172,15.32068966
"168","17/06/2007",0.089655172,16.75172414
"169","18/06/2007",0,16.62758621
"170","19/06/2007",0.089655172,16.5137931
"171","20/06/2007",0.268965517,14.2
"172","21/06/2007",0.089655172,15.6862069
"173","22/06/2007",0,13.23103448
"174","23/06/2007",4.544827586,12.62758621
"175","24/06/2007",12.50344828,14.37241379
"176","25/06/2007",6.296551724,16.47241379
"177","26/06/2007",2.455172414,18.74137931
"178","27/06/2007",0,19.32413793
"179","28/06/2007",21.9862069,17.22413793
"180","29/06/2007",0.765517241,18.84137931
"181","30/06/2007",8.689655172,16.59655172
"182","1/07/2007",4.15862069,16.8
"183","2/07/2007",21.28965517,14.49655172
"184","3/07/2007",28.59310345,13.55517241
"185","4/07/2007",8.593103448,16.3
"186","5/07/2007",1.44137931,16.60344828
"187","6/07/2007",1.15862069,17.19655172
"188","7/07/2007",0.179310345,19.64137931
"189","8/07/2007",7.089655172,18.21034483
"190","9/07/2007",2.744827586,14.00689655
"191","10/07/2007",0.834482759,15.36551724
"192","11/07/2007",0,15.96206897
"193","12/07/2007",0.089655172,17.5862069
"194","13/07/2007",0.234482759,18.84827586
"195","14/07/2007",0,17.34137931
"196","15/07/2007",0,14.90344828
"197","16/07/2007",0.993103448,16.36551724
"198","17/07/2007",2.068965517,15.6862069
"199","18/07/2007",0.089655172,19.73103448
"200","19/07/2007",0.4,14.37931034
"201","20/07/2007",15.35172414,16.59655172
"202","21/07/2007",0.310344828,14.78275862
"203","22/07/2007",13.22758621,15.19310345
"204","23/07/2007",3.834482759,15.78275862
"205","24/07/2007",23.52413793,13.27586207
"206","25/07/2007",9.827586207,14.58965517
"207","26/07/2007",0.64137931,15.66206897
"208","27/07/2007",2.896551724,17.61034483
"209","28/07/2007",12.87586207,15.66206897
"210","29/07/2007",5.806896552,18.00689655
"211","30/07/2007",7.531034483,15.23793103
"212","31/07/2007",23.10344828,14.58965517
"213","1/08/2007",16.5862069,13.22413793
"214","2/08/2007",10.8137931,13.82758621
"215","3/08/2007",1.110344828,14.47586207
"216","4/08/2007",0.110344828,17.3862069
"217","5/08/2007",0,18.43103448
"218","6/08/2007",19.0137931,12.86551724
"219","7/08/2007",10.33103448,15.53103448
"220","8/08/2007",0.4,16.63448276
"221","9/08/2007",0.544827586,18.55172414
"222","10/08/2007",13.1862069,12.37241379
"223","11/08/2007",7.317241379,14.14137931
"224","12/08/2007",0.420689655,15.41034483
"225","13/08/2007",0,15.41724138
"226","14/08/2007",9.937931034,13.64137931
"227","15/08/2007",10.7862069,16.36551724
"228","16/08/2007",4.275862069,16.00689655
"229","17/08/2007",0.110344828,16.86551724
"230","18/08/2007",0,21.5
"231","19/08/2007",0,18.9862069
"232","20/08/2007",21.39310345,16.99310345
"233","21/08/2007",0.496551724,19.80689655
"234","22/08/2007",0.420689655,15.64137931
"235","23/08/2007",7.462068966,15.93448276
"236","24/08/2007",0.110344828,18.46206897
"237","25/08/2007",4.544827586,17.3
"238","26/08/2007",10.08965517,17.43793103
"239","27/08/2007",10.05517241,15.87241379
"240","28/08/2007",0.689655172,17.42413793
"241","29/08/2007",6.848275862,13.15517241
"242","30/08/2007",24.44137931,14.22068966
"243","31/08/2007",0.310344828,14.83103448
"244","1/09/2007",0.993103448,15.7137931
"245","2/09/2007",1.579310345,18.72068966
"246","3/09/2007",0,23.27586207
"247","4/09/2007",3.289655172,15.27586207
"248","5/09/2007",8.234482759,15.1
"249","6/09/2007",0.165517241,17.03448276
"250","7/09/2007",0.220689655,13.34137931
"251","8/09/2007",31.00689655,16.33448276
"252","9/09/2007",1.84137931,15.22413793
"253","10/09/2007",0,17.77586207
"254","11/09/2007",3.289655172,19.45517241
"255","12/09/2007",5.082758621,14.05172414
"256","13/09/2007",22.45517241,15.7
"257","14/09/2007",2.075862069,13.86551724
"258","15/09/2007",19.40689655,15.79655172
"259","16/09/2007",3.634482759,18.72758621
"260","17/09/2007",1.993103448,18.32068966
"261","18/09/2007",4.793103448,16.23103448
"262","19/09/2007",4.255172414,17.57586207
"263","20/09/2007",0.668965517,18.86206897
"264","21/09/2007",1.124137931,19.56896552
"265","22/09/2007",11.95862069,16.08965517
"266","23/09/2007",0.110344828,17.29655172
"267","24/09/2007",18.51724138,13.44137931
"268","25/09/2007",13.4,15.12068966
"269","26/09/2007",4.64137931,18.73448276
"270","27/09/2007",6.972413793,17.14482759
"271","28/09/2007",4.724137931,18.80344828
"272","29/09/2007",1.655172414,20.1862069
"273","30/09/2007",1.062068966,19.17241379
"274","1/10/2007",0,19.66551724
"275","2/10/2007",1.586206897,17.40344828
"276","3/10/2007",0.144827586,20.89310345
"277","4/10/2007",0,18.90689655
"278","5/10/2007",0.331034483,21.18965517
"279","6/10/2007",0,16.97586207
"280","7/10/2007",0,17.36551724
"281","8/10/2007",0,18.1
"282","9/10/2007",7.8,16.17931034
"283","10/10/2007",1.64137931,15.46551724
"284","11/10/2007",1.986206897,18.20344828
"285","12/10/2007",0.089655172,20.55862069
"286","13/10/2007",0,26.17931034
"287","14/10/2007",0,22.17241379
"288","15/10/2007",1.710344828,20.66896552
"289","16/10/2007",0,25.18965517
"290","17/10/2007",0,18.02068966
"291","18/10/2007",14.31034483,17.96206897
"292","19/10/2007",0,20.8137931
"293","20/10/2007",2.462068966,15.75517241
"294","21/10/2007",8.64137931,14.09655172
"295","22/10/2007",3.379310345,19.24482759
"296","23/10/2007",0,22.61034483
"297","24/10/2007",0,26.08965517
"298","25/10/2007",0,27.37931034
"299","26/10/2007",1.972413793,16.45517241
"300","27/10/2007",20.99310345,11.04137931
"301","28/10/2007",10.11034483,14.36206897
"302","29/10/2007",1.531034483,14.99655172
"303","30/10/2007",1.151724138,16.56206897
"304","31/10/2007",3.779310345,18.54482759
"305","1/11/2007",0.055172414,18.00689655
"306","2/11/2007",0.331034483,18.02068966
"307","3/11/2007",0,19.93448276
"308","4/11/2007",0,25.04482759
"309","5/11/2007",0,28.95862069
"310","6/11/2007",0.165517241,21.99310345
"311","7/11/2007",0.089655172,22.84827586
"312","8/11/2007",0,21.53793103
"313","9/11/2007",0.331034483,20.55172414
"314","10/11/2007",0.089655172,24.64482759
"315","11/11/2007",0,30.48965517
"316","12/11/2007",0,35.71724138
"317","13/11/2007",0,19
"318","14/11/2007",0,26.72413793
"319","15/11/2007",0,24.95862069
"320","16/11/2007",0,23.90344828
"321","17/11/2007",0,24.69655172
"322","18/11/2007",2.848275862,19.88965517
"323","19/11/2007",0.44137931,16.75172414
"324","20/11/2007",5.172413793,19.54482759
"325","21/11/2007",0,25.79655172
"326","22/11/2007",0,30.55862069
"327","23/11/2007",0,31.01034483
"328","24/11/2007",0,30.16551724
"329","25/11/2007",0,23.16551724
"330","26/11/2007",0,22.40344828
"331","27/11/2007",0,25.01034483
"332","28/11/2007",0,29.76551724
"333","29/11/2007",0,24.09655172
"334","30/11/2007",0.889655172,20.45172414
"335","1/12/2007",6.848275862,16.95862069
"336","2/12/2007",0.510344828,20.52758621
"337","3/12/2007",0.44137931,20.30689655
"338","4/12/2007",1.282758621,22.86896552
"339","5/12/2007",0.165517241,16.84827586
"340","6/12/2007",20.57931034,15.92068966
"341","7/12/2007",0.44137931,18.98965517
"342","8/12/2007",3.310344828,19.1137931
"343","9/12/2007",0,23.16551724
"344","10/12/2007",0,28.22413793
"345","11/12/2007",0,31.26551724
"346","12/12/2007",0,21.97241379
"347","13/12/2007",1.062068966,17.03103448
"348","14/12/2007",0.6,18.40344828
"349","15/12/2007",0,21.41034483
"350","16/12/2007",0.44137931,16.4
"351","17/12/2007",20.44137931,22.3137931
"352","18/12/2007",18.28275862,21.32068966
"353","19/12/2007",5.275862069,22.9137931
"354","20/12/2007",0.331034483,22.34482759
"355","21/12/2007",0.055172414,18.44827586
"356","22/12/2007",0.331034483,22.27931034
"357","23/12/2007",0,28
"358","24/12/2007",0,32.13448276
"359","25/12/2007",0,36.36896552
"360","26/12/2007",0,40.7137931
"361","27/12/2007",0,26.63103448
"362","28/12/2007",0,22.17931034
"363","29/12/2007",0,27.49310345
"364","30/12/2007",0,22.96896552
"365","31/12/2007",0,23.67241379
"366","1/01/2008",0,29.48965517
"367","2/01/2008",0,28.23448276
"368","3/01/2008",0.531034483,32.62758621
"369","4/01/2008",0.710344828,25.21724138
"370","5/01/2008",0,23.50344828
"371","6/01/2008",0,27.91034483
"372","7/01/2008",0,31.80689655
"373","8/01/2008",0,34.72068966
"374","9/01/2008",0,24.67931034
"375","10/01/2008",2.296551724,21.42413793
"376","11/01/2008",0.931034483,23.3137931
"377","12/01/2008",0,22.20344828
"378","13/01/2008",0.220689655,28.76896552
"379","14/01/2008",0,25.46206897
"380","15/01/2008",0.220689655,23.19310345
"381","16/01/2008",0,30.47586207
"382","17/01/2008",0,35.54827586
"383","18/01/2008",0,23.48275862
"384","19/01/2008",0.331034483,22.09310345
"385","20/01/2008",0.35862069,25.03793103
"386","21/01/2008",0.4,22.06206897
"387","22/01/2008",0,28.3137931
"388","23/01/2008",0,30.80344828
"389","24/01/2008",0,34.07586207
"390","25/01/2008",0,31.32758621
"391","26/01/2008",0,26.94137931
"392","27/01/2008",0,29.25517241
"393","28/01/2008",0,28.44137931
"394","29/01/2008",0,26.30689655
"395","30/01/2008",0.055172414,22.33793103
"396","31/01/2008",0,28.88965517
"397","1/02/2008",0,27.12758621
"398","2/02/2008",0.089655172,26.4
"399","3/02/2008",0,24.82413793
"400","4/02/2008",2.413793103,26.46896552
"401","5/02/2008",0.055172414,34.84482759
"402","6/02/2008",0,33.3
"403","7/02/2008",0,31.77586207
"404","8/02/2008",3.186206897,28.56551724
"405","9/02/2008",0.2,30.13448276
"406","10/02/2008",0,32.63448276
"407","11/02/2008",0,29.74827586
"408","12/02/2008",0,30.84482759
"409","13/02/2008",0,33.21034483
"410","14/02/2008",0,36.36551724
"411","15/02/2008",1.351724138,21.53793103
"412","16/02/2008",2.324137931,27.17241379
"413","17/02/2008",0.310344828,22.07931034
"414","18/02/2008",1.924137931,20.66896552
"415","19/02/2008",0.531034483,19.86206897
"416","20/02/2008",0,22.86896552
"417","21/02/2008",0.089655172,21.95517241
"418","22/02/2008",0.220689655,22.59310345
"419","23/02/2008",0,27.1
"420","24/02/2008",0,29.6
"421","25/02/2008",0,31.94482759
"422","26/02/2008",0,32.84827586
"423","27/02/2008",0,31.57931034
"424","28/02/2008",0,38.07931034
"425","29/02/2008",0,34.32413793
"426","1/03/2008",0,26.44137931
"427","2/03/2008",0.751724138,25.37241379
"428","3/03/2008",0.110344828,27.02413793
"429","4/03/2008",0,30.47241379
"430","5/03/2008",0,34.08275862
"431","6/03/2008",0,24.58275862
"432","7/03/2008",2.310344828,20.37931034
"433","8/03/2008",3.2,24.14137931
"434","9/03/2008",0.35862069,20.54482759
"435","10/03/2008",0,28.82068966
"436","11/03/2008",0,30.60689655
"437","12/03/2008",0,30.12068966
"438","13/03/2008",1.462068966,18.71724138
"439","14/03/2008",0.468965517,23.49655172
"440","15/03/2008",0,24.24827586
"441","16/03/2008",0.662068966,25.32413793
"442","17/03/2008",0.44137931,22.96551724
"443","18/03/2008",0.220689655,27.42758621
"444","19/03/2008",0.089655172,26.37586207
"445","20/03/2008",0,27.53448276
"446","21/03/2008",0,29.76896552
"447","22/03/2008",1.448275862,24.85862069
"448","23/03/2008",1.186206897,20.17241379
"449","24/03/2008",0,20.22068966
"450","25/03/2008",0,23.99655172
"451","26/03/2008",0,26.64137931
"452","27/03/2008",0,28.74482759
"453","28/03/2008",0,26.64137931
"454","29/03/2008",0,23.73103448
"455","30/03/2008",0,23.73103448
"456","31/03/2008",0,17.93793103
"457","1/04/2008",33.97241379,17.77241379
"458","2/04/2008",0.2,20.70689655
"459","3/04/2008",0,22.76551724
"460","4/04/2008",0,26.94482759
"461","5/04/2008",0,26.5
"462","6/04/2008",6.365517241,24.78965517
"463","7/04/2008",0.089655172,24.03103448
"464","8/04/2008",14.71034483,20.23448276
"465","9/04/2008",1.103448276,22.79655172
"466","10/04/2008",8.586206897,19.32068966
"467","11/04/2008",0.110344828,20.32758621
"468","12/04/2008",0,24.65517241
"469","13/04/2008",0,27.64482759
"470","14/04/2008",0.089655172,29.78965517
"471","15/04/2008",0,25.38965517
"472","16/04/2008",2.64137931,23.42068966
"473","17/04/2008",22.17931034,19.92758621
"474","18/04/2008",8.337931034,19.7862069
"475","19/04/2008",4.2,15.29655172
"476","20/04/2008",16.62068966,16.20344828
"477","21/04/2008",10.69655172,17.6
"478","22/04/2008",3.344827586,20.5862069
"479","23/04/2008",2.172413793,18.59655172
"480","24/04/2008",2.324137931,19.24482759
"481","25/04/2008",0,20.72068966
"482","26/04/2008",0.551724138,18.85172414
"483","27/04/2008",0.179310345,16.65172414
"484","28/04/2008",0.551724138,22.95517241
"485","29/04/2008",3.427586207,19.88965517
"486","30/04/2008",8.206896552,18.48965517
"487","1/05/2008",0.110344828,18.39655172
"488","2/05/2008",0,19.89655172
"489","3/05/2008",1.606896552,19.5137931
"490","4/05/2008",0.110344828,19.15862069
"491","5/05/2008",0,21.00689655
"492","6/05/2008",0,22.82068966
"493","7/05/2008",0,23.84137931
"494","8/05/2008",0.089655172,21.26551724
"495","9/05/2008",0.4,23.55517241
"496","10/05/2008",3.510344828,18.39655172
"497","11/05/2008",18.77931034,21.22068966
"498","12/05/2008",0.951724138,21.42068966
"499","13/05/2008",13.86896552,15.78965517
"500","14/05/2008",10.59310345,15.04482759
"501","15/05/2008",4.317241379,16.92068966
"502","16/05/2008",2.662068966,15.88965517
"503","17/05/2008",0.386206897,17.67586207
"504","18/05/2008",0.6,18.37241379
"505","19/05/2008",3.262068966,19.5
"506","20/05/2008",0.420689655,19.32068966
"507","21/05/2008",0.2,20.4
"508","22/05/2008",13.8137931,13.8
"509","23/05/2008",23.97241379,15.1
"510","24/05/2008",6.372413793,15.1
"511","25/05/2008",12.22758621,17.9
"512","26/05/2008",0.055172414,18.3
"513","27/05/2008",0.310344828,22.04137931
"514","28/05/2008",23.24827586,15.30689655
"515","29/05/2008",10.07586207,15.15172414
"516","30/05/2008",0.44137931,20.15517241
"517","31/05/2008",6.317241379,21.50689655
"518","1/06/2008",3.696551724,17.46551724
"519","2/06/2008",0.2,19.19310345
"520","3/06/2008",0.089655172,19.15172414
"521","4/06/2008",0.255172414,19.06551724
"522","5/06/2008",0.144827586,16.5862069
"523","6/06/2008",0.289655172,18.7862069
"524","7/06/2008",0,18.12068966
"525","8/06/2008",0.089655172,16.64137931
"526","9/06/2008",7.372413793,12.49655172
"527","10/06/2008",9.868965517,16.51724138
"528","11/06/2008",7.751724138,17.37241379
"529","12/06/2008",5.35862069,15.07931034
"530","13/06/2008",2.2,16.75517241
"531","14/06/2008",0.055172414,19.08275862
"532","15/06/2008",14.9862069,12.92758621
"533","16/06/2008",34.08275862,13.52758621
"534","17/06/2008",11.24137931,14.24137931
"535","18/06/2008",0.420689655,16.26551724
"536","19/06/2008",0,18.37241379
"537","20/06/2008",0.055172414,17.80689655
"538","21/06/2008",0.110344828,18.23103448
"539","22/06/2008",0.089655172,18.69655172
"540","23/06/2008",0,19.90689655
"541","24/06/2008",0,18.92758621
"542","25/06/2008",9.744827586,15.92068966
"543","26/06/2008",0,15.49655172
"544","27/06/2008",0,14.35172414
"545","28/06/2008",30.66206897,13.72068966
"546","29/06/2008",16.25517241,14.11034483
"547","30/06/2008",1.703448276,16.12758621
"548","1/07/2008",2.344827586,15.86551724
"549","2/07/2008",0.255172414,16.22068966
"550","3/07/2008",0.089655172,18.17586207
"551","4/07/2008",4.8,16.59655172
"552","5/07/2008",11.96551724,12.59655172
"553","6/07/2008",1.068965517,13.23793103
"554","7/07/2008",0.110344828,15.59655172
"555","8/07/2008",0,19.05172414
"556","9/07/2008",5.110344828,12.59655172
"557","10/07/2008",2.468965517,15.55172414
"558","11/07/2008",22.32413793,13.11034483
"559","12/07/2008",3.324137931,14.1862069
"560","13/07/2008",3.282758621,15.6
"561","14/07/2008",0.468965517,17.1862069
"562","15/07/2008",4.710344828,14.7862069
"563","16/07/2008",39.26206897,12.27241379
"564","17/07/2008",7.103448276,15.0862069
"565","18/07/2008",17.07586207,11.35862069
"566","19/07/2008",17.47586207,11.6862069
"567","20/07/2008",3.820689655,14.40689655
"568","21/07/2008",0.331034483,15.57586207
"569","22/07/2008",0.089655172,14.75172414
"570","23/07/2008",13.00689655,14
"571","24/07/2008",21.2,13.94482759
"572","25/07/2008",7.8,13.82068966
"573","26/07/2008",0.379310345,16.00689655
"574","27/07/2008",1.068965517,15.55172414
"575","28/07/2008",2.489655172,15.02758621
"576","29/07/2008",9.717241379,14.36551724
"577","30/07/2008",16,12.23103448
"578","31/07/2008",16.77931034,11.75517241
"579","1/08/2008",2.44137931,14.06551724
"580","2/08/2008",17.76551724,12.79655172
"581","3/08/2008",2.04137931,13.09655172
"582","4/08/2008",0.2,16.55172414
"583","5/08/2008",0.089655172,16.8862069
"584","6/08/2008",0.089655172,17.32758621
"585","7/08/2008",2.993103448,13.99655172
"586","8/08/2008",0,14.73448276
"587","9/08/2008",0.365517241,15.4862069
"588","10/08/2008",0.055172414,15.85172414
"589","11/08/2008",0.089655172,15.98275862
"590","12/08/2008",0,16.66206897
"591","13/08/2008",0,17.7
"592","14/08/2008",0.110344828,18.12068966
"593","15/08/2008",0,19.23103448
"594","16/08/2008",0,21.50689655
"595","17/08/2008",0,21.55172414
"596","18/08/2008",0,20.56206897
"597","19/08/2008",6.255172414,13.20689655
"598","20/08/2008",2.172413793,14.47586207
"599","21/08/2008",0.510344828,13.5
"600","22/08/2008",0.089655172,15.82068966
"601","23/08/2008",0,18.23103448
"602","24/08/2008",0,18.85517241
"603","25/08/2008",0.731034483,14.51034483
"604","26/08/2008",0,15.94482759
"605","27/08/2008",0,21.21034483
"606","28/08/2008",0.089655172,19.54482759
"607","29/08/2008",5.013793103,14.07586207
"608","30/08/2008",17.40689655,12.6
"609","31/08/2008",1.924137931,16.44827586
"610","1/09/2008",12.97241379,14.84482759
"611","2/09/2008",3.275862069,19.65172414
"612","3/09/2008",0,20.83793103
"613","4/09/2008",0.110344828,17.1137931
"614","5/09/2008",0.089655172,16.00344828
"615","6/09/2008",0.827586207,13.55172414
"616","7/09/2008",0,16.38965517
"617","8/09/2008",0,18.8862069
"618","9/09/2008",0,18.85517241
"619","10/09/2008",0.089655172,15.3
"620","11/09/2008",10.35172414,16.90344828
"621","12/09/2008",3.406896552,17.82413793
"622","13/09/2008",15.75862069,13.69310345
"623","14/09/2008",7.089655172,15.16551724
"624","15/09/2008",1.172413793,16.93448276
"625","16/09/2008",0.055172414,20.16551724
"626","17/09/2008",12.88965517,14.77586207
"627","18/09/2008",6.84137931,16.14137931
"628","19/09/2008",15.66206897,16.58965517
"629","20/09/2008",5.910344828,18.23103448
"630","21/09/2008",8,12.02068966
"631","22/09/2008",2.303448276,15.87241379
"632","23/09/2008",0,18.87586207
"633","24/09/2008",0,22.86551724
"634","25/09/2008",17.14482759,11.6862069
"635","26/09/2008",0.468965517,15.27931034
"636","27/09/2008",0,16.83103448
"637","28/09/2008",2.882758621,18.07931034
"638","29/09/2008",3.951724138,21.32068966
"639","30/09/2008",2.827586207,17.58275862
"640","1/10/2008",1.627586207,19.39655172
"641","2/10/2008",9.020689655,14.87586207
"642","3/10/2008",1.531034483,17.6862069
"643","4/10/2008",2.282758621,13.6862069
"644","5/10/2008",9.262068966,15.23103448
"645","6/10/2008",0.220689655,15.87586207
"646","7/10/2008",0,19.02413793
"647","8/10/2008",0,22.94482759
"648","9/10/2008",1.24137931,16.97931034
"649","10/10/2008",0.579310345,20.04482759
"650","11/10/2008",0,17.95517241
"651","12/10/2008",2.579310345,16.41034483
"652","13/10/2008",1,18.44137931
"653","14/10/2008",0,23.43448276
"654","15/10/2008",0,28.38965517
"655","16/10/2008",1.813793103,15.95517241
"656","17/10/2008",1.703448276,20.85862069
"657","18/10/2008",5.2,20.67931034
"658","19/10/2008",0.055172414,26.22413793
"659","20/10/2008",0.179310345,27.34482759
"660","21/10/2008",1.882758621,25.17931034
"661","22/10/2008",0.089655172,25.08965517
"662","23/10/2008",4.406896552,21.53448276
"663","24/10/2008",10.22068966,21.4137931
"664","25/10/2008",15.68965517,16.71034483
"665","26/10/2008",0.234482759,20.04482759
"666","27/10/2008",0,20.82758621
"667","28/10/2008",1.15862069,15.29655172
"668","29/10/2008",9.917241379,15.46551724
"669","30/10/2008",4.744827586,17.81034483
"670","31/10/2008",1.062068966,19.14482759
"671","1/11/2008",0.055172414,21.2
"672","2/11/2008",0,23.68965517
"673","3/11/2008",0,17.35172414
"674","4/11/2008",12.15172414,17.13448276
"675","5/11/2008",3.406896552,15.41724138
"676","6/11/2008",17.48275862,14.17586207
"677","7/11/2008",5.903448276,16.47586207
"678","8/11/2008",0.420689655,20.09310345
"679","9/11/2008",0.144827586,21.30689655
"680","10/11/2008",0,19.37241379
"681","11/11/2008",2.413793103,15.87241379
"682","12/11/2008",0.468965517,16.87241379
"683","13/11/2008",1.820689655,17.26551724
"684","14/11/2008",0,18.97586207
"685","15/11/2008",0,20.41034483
"686","16/11/2008",0,21.65517241
